City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Evensk,RU,61.95,159.2333,59.72,70,100,11.16,overcast clouds
700,Nyagan,RU,62.1406,65.3936,73.29,49,10,4.27,clear sky
701,Sumoto,JP,34.35,134.9,88.72,80,9,10.98,clear sky
702,Zaykovo,RU,57.5613,62.7568,73.06,61,15,3.13,few clouds
703,Bada,RU,51.392,109.8717,81.45,49,83,1.1,light rain
704,Revelstoke,CA,50.9832,-118.2023,69.46,54,95,1.77,overcast clouds
705,Snyder,US,32.7179,-100.9176,80.94,65,1,4.61,clear sky
706,Okitipupa,NG,6.5047,4.7839,73.76,94,100,2.51,overcast clouds
707,Sawakin,SD,19.1059,37.3321,91.42,47,98,12.75,overcast clouds
708,Buraydah,SA,26.326,43.975,93.67,34,26,7.56,scattered clouds
709,Erenhot,CN,43.6475,111.9767,88.36,29,0,7.58,clear sky
710,Nacimiento,CL,-37.5,-72.6667,42.51,62,33,4.72,scattered clouds
711,Hirtshals,DK,57.5881,9.9592,58.82,72,10,7.78,clear sky
712,Kedrovyy,RU,56.1667,91.8167,68.41,73,89,8.28,light rain
713,Fereydun Kenar,IR,36.6864,52.5225,84.13,66,4,0.96,clear sky
714,Alepe,CI,5.5004,-3.6631,76.87,92,92,2.66,overcast clouds
715,Presidente Medici,BR,-11.1753,-61.9014,68.47,68,3,10.51,clear sky
716,Tazovskiy,RU,67.4667,78.7,49.8,60,87,2.48,overcast clouds
717,Te Anau,NZ,-45.4167,167.7167,43.74,88,80,1.54,broken clouds
718,Makat,KZ,47.6469,53.3463,96.48,18,3,6.26,clear sky
719,Santo Andre,BR,-23.6639,-46.5383,54.86,89,25,3.78,scattered clouds
720,Mezen,RU,65.8522,44.24,65.48,73,52,9.01,broken clouds
721,Auki,SB,-8.7676,160.7034,84.99,66,100,6.73,overcast clouds
722,Monte Azul,BR,-15.155,-42.8747,65.79,45,0,3.85,clear sky
723,Pombas,CV,17.1503,-25.0201,71.38,85,69,6.53,broken clouds
724,Pak Phanang,TH,8.3511,100.202,93.42,53,94,6.42,overcast clouds
